4.320000,4.000000,4.000000,4.000000,4.320000,320000000.000000
7.320000,7.000000,7.000000,7.000000,7.320000,320000000.000000
10.320000,10.000000,10.000000,10.000000,10.320000,320000000.000000
13.320000,13.000000,13.000000,13.000000,13.320000,320000000.000000
16.320000,16.000000,16.000000,16.000000,16.320000,320000000.000000
19.320000,19.000000,19.000000,19.000000,19.320000,320000000.000000
22.320000,22.000000,22.000000,22.000000,22.320000,320000000.000000
25.320000,25.000000,25.000000,25.000000,25.320000,320000000.000000
28.320000,28.000000,28.000000,28.000000,28.320000,320000000.000000
31.320000,31.000000,31.000000,31.000000,31.320000,320000000.000000
34.320000,34.000000,34.000000,34.000000,34.320000,320000000.000000
37.320000,37.000000,37.000000,37.000000,37.320000,320000000.000000
40.320000,40.000000,40.000000,40.000000,40.320000,320000000.000000
43.320000,43.000000,43.000000,43.000000,43.320000,320000000.000000
46.320000,46.000000,46.000000,46.000000,46.320000,320000000.000000
49.320000,49.000000,49.000000,49.000000,49.320000,320000000.000000
52.320000,52.000000,52.000000,52.000000,52.320000,320000000.000000
55.320000,55.000000,55.000000,55.000000,55.320000,320000000.000000
58.320000,58.000000,58.000000,58.000000,58.320000,320000000.000000
61.320000,61.000000,61.000000,61.000000,61.320000,320000000.000000
64.320000,64.000000,64.000000,64.000000,64.320000,320000000.000000
67.320000,67.000000,67.000000,67.000000,67.320000,320000000.000000
70.320000,70.000000,70.000000,70.000000,70.320000,320000000.000000
73.320000,73.000000,73.000000,73.000000,73.320000,320000000.000000
76.320000,76.000000,76.000000,76.000000,76.320000,320000000.000000
79.320000,79.000000,79.000000,79.000000,79.320000,320000000.000000
82.320000,82.000000,82.000000,82.000000,82.320000,320000000.000000
85.320000,85.000000,85.000000,85.000000,85.320000,320000000.000000
88.320000,88.000000,88.000000,88.000000,88.320000,320000000.000000
91.320000,91.000000,91.000000,91.000000,91.320000,320000000.000000
94.320000,94.000000,94.000000,94.000000,94.320000,320000000.000000
97.320000,97.000000,97.000000,97.000000,97.320000,320000000.000000
100.320000,100.000000,100.000000,100.000000,100.320000,320000000.000000
103.320000,103.000000,103.000000,103.000000,103.320000,320000000.000000
106.320000,106.000000,106.000000,106.000000,106.320000,320000000.000000
109.320000,109.000000,109.000000,109.000000,109.320000,320000000.000000
112.320000,112.000000,112.000000,112.000000,112.320000,320000000.000000
115.320000,115.000000,115.000000,115.000000,115.320000,320000000.000000
118.320000,118.000000,118.000000,118.000000,118.320000,320000000.000000
121.320000,121.000000,121.000000,121.000000,121.320000,320000000.000000
124.320000,124.000000,124.000000,124.000000,124.320000,320000000.000000
127.320000,127.000000,127.000000,127.000000,127.320000,320000000.000000
130.320000,130.000000,130.000000,130.000000,130.320000,320000000.000000
133.320000,133.000000,133.000000,133.000000,133.320000,320000000.000000
136.320000,136.000000,136.000000,136.000000,136.320000,320000000.000000
139.320000,139.000000,139.000000,139.000000,139.320000,320000000.000000
142.320000,142.000000,142.000000,142.000000,142.320000,320000000.000000
145.320000,145.000000,145.000000,145.000000,145.320000,320000000.000000
148.320000,148.000000,148.000000,148.000000,148.320000,320000000.000000
151.320000,151.000000,151.000000,151.000000,151.320000,320000000.000000
154.320000,154.000000,154.000000,154.000000,154.320000,320000000.000000
157.320000,157.000000,157.000000,157.000000,157.320000,320000000.000000
160.320000,160.000000,160.000000,160.000000,160.320000,320000000.000000
163.320000,163.000000,163.000000,163.000000,163.320000,320000000.000000
166.320000,166.000000,166.000000,166.000000,166.320000,320000000.000000
169.320000,169.000000,169.000000,169.000000,169.320000,320000000.000000
172.320000,172.000000,172.000000,172.000000,172.320000,320000000.000000
175.320000,175.000000,175.000000,175.000000,175.320000,320000000.000000
178.320000,178.000000,178.000000,178.000000,178.320000,320000000.000000
181.320000,181.000000,181.000000,181.000000,181.320000,320000000.000000
184.320000,184.000000,184.000000,184.000000,184.320000,320000000.000000
187.320000,187.000000,187.000000,187.000000,187.320000,320000000.000000
190.320000,190.000000,190.000000,190.000000,190.320000,320000000.000000
193.320000,193.000000,193.000000,193.000000,193.320000,320000000.000000
196.320000,196.000000,196.000000,196.000000,196.320000,320000000.000000
199.320000,199.000000,199.000000,199.000000,199.320000,320000000.000000
202.320000,202.000000,202.000000,202.000000,202.320000,320000000.000000
205.320000,205.000000,205.000000,205.000000,205.320000,320000000.000000
208.320000,208.000000,208.000000,208.000000,208.320000,320000000.000000
211.320000,211.000000,211.000000,211.000000,211.320000,320000000.000000
214.320000,214.000000,214.000000,214.000000,214.320000,320000000.000000
217.320000,217.000000,217.000000,217.000000,217.320000,320000000.000000
220.320000,220.000000,220.000000,220.000000,220.320000,320000000.000000
223.320000,223.000000,223.000000,223.000000,223.320000,320000000.000000
226.320000,226.000000,226.000000,226.000000,226.320000,320000000.000000
229.320000,229.000000,229.000000,229.000000,229.320000,320000000.000000
232.320000,232.000000,232.000000,232.000000,232.320000,320000000.000000
235.320000,235.000000,235.000000,235.000000,235.320000,320000000.000000
238.320000,238.000000,238.000000,238.000000,238.320000,320000000.000000
241.320000,241.000000,241.000000,241.000000,241.320000,320000000.000000
244.320000,244.000000,244.000000,244.000000,244.320000,320000000.000000
247.320000,247.000000,247.000000,247.000000,247.320000,320000000.000000
250.320000,250.000000,250.000000,250.000000,250.320000,320000000.000000
253.320000,253.000000,253.000000,253.000000,253.320000,320000000.000000
256.320000,256.000000,256.000000,256.000000,256.320000,320000000.000000
259.320000,259.000000,259.000000,259.000000,259.320000,320000000.000000
262.320000,262.000000,262.000000,262.000000,262.320000,320000000.000000
265.320000,265.000000,265.000000,265.000000,265.320000,320000000.000000
268.320000,268.000000,268.000000,268.000000,268.320000,320000000.000000
271.320000,271.000000,271.000000,271.000000,271.320000,320000000.000000
274.320000,274.000000,274.000000,274.000000,274.320000,320000000.000000
277.320000,277.000000,277.000000,277.000000,277.320000,320000000.000000
280.320000,280.000000,280.000000,280.000000,280.320000,320000000.000000
283.320000,283.000000,283.000000,283.000000,283.320000,320000000.000000
286.320000,286.000000,286.000000,286.000000,286.320000,320000000.000000
289.320000,289.000000,289.000000,289.000000,289.320000,320000000.000000
292.320000,292.000000,292.000000,292.000000,292.320000,320000000.000000
295.320000,295.000000,295.000000,295.000000,295.320000,320000000.000000
